,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
786,"HASELTINE, CYNTHIA",565,11,8,11,7
787,"RAHMANI, AYAD",NA,NA,NA,NA,NA
788,"HOUGAN, ERIC",1,1,1,0,0
789,"ZOBRIST, KEVIN",NA,NA,NA,NA,NA
790,"ASKMAN, THOMAS",NA,NA,NA,NA,NA
791,"CALAHAN, SCOTT",NA,NA,NA,NA,NA
792,"ESSER, AARON",NA,NA,NA,NA,NA
793,"HERR, CHARLES",NA,NA,NA,NA,NA
794,"TANAKA, KIWAMU",1437,17,17,18,18
795,"RAUBESON, LINDA",NA,NA,NA,NA,NA
796,"COTTAM, MARTHA",NA,NA,NA,NA,NA
797,"ERICSSON, PATRICIA",229,6,4,3,3
798,"SCHWABL, HUBERTUS",NA,NA,NA,NA,NA
799,"AMIRI, ACHOUR",NA,NA,NA,NA,NA
800,"SMITH, BRET",NA,NA,NA,NA,NA
801,"HEBERT, VINCENT",NA,NA,NA,NA,NA
802,"MOFFETT, KEVAN",313,9,8,9,7
803,"BACH, GLEN",NA,NA,NA,NA,NA
804,"BUMPUS, MATTHEW",NA,NA,NA,NA,NA
805,"MCDONALD, JUDITH",NA,NA,NA,NA,NA
806,"ALKIRE, TERRY",NA,NA,NA,NA,NA
807,"MACKELPRANG, ROMEL",NA,NA,NA,NA,NA
808,"SUN, LIXING",NA,NA,NA,NA,NA
809,"SALAMONE, MICHAEL",41,2,2,2,2
810,"VASAVADA, ANITA",NA,NA,NA,NA,NA
811,"BORAH, PORISMITA",905,11,11,13,11
812,"KENNEY, GARRETT",NA,NA,NA,NA,NA
813,"LIN, DAVID",3,1,1,0,0
814,"MCCOLLUM, LINDA",NA,NA,NA,NA,NA
815,"SUTPHIN, CHRISTINE",NA,NA,NA,NA,NA
816,"TRAGESSER, SARAH",NA,NA,NA,NA,NA
817,"KNODLER, LEIGH",NA,NA,NA,NA,NA
818,"YOUNGS, JOHN",NA,NA,NA,NA,NA
819,"DABERKOW, DAVID",NA,NA,NA,NA,NA
820,"LINDHOLDT, PAUL",46,3,2,1,0
821,"MAGEO, JEANNETTE-MARIE",NA,NA,NA,NA,NA
822,"MOORE, BARRY",NA,NA,NA,NA,NA
823,"FALES, JESSICA",NA,NA,NA,NA,NA
824,"PIMENTEL, JANE",NA,NA,NA,NA,NA
825,"XU, BOJIAN",295,9,8,9,6
826,"ARANGO, CLAY",NA,NA,NA,NA,NA
827,"GENZ, ALAN",5199,28,18,50,26
828,"GOODENBERGER, MARK",NA,NA,NA,NA,NA
829,"TEAGUE, BRUCE",NA,NA,NA,NA,NA
830,"SLOAN, TERESA",NA,NA,NA,NA,NA
831,"STEHR, STEVEN",NA,NA,NA,NA,NA
832,"HOWELL, CHRISTOPHER",NA,NA,NA,NA,NA
833,"COLORAFI, KAREN",146,4,4,3,3
834,"GRANATSTEIN, DAVID",NA,NA,NA,NA,NA
835,"GRAY, LORETTA",NA,NA,NA,NA,NA
836,"POTTS, DONNA",NA,NA,NA,NA,NA
837,"BUTTERFIELD, CAROL",NA,NA,NA,NA,NA
838,"SOLIDAY, ELIZABETH",NA,NA,NA,NA,NA
839,"WALSH, MEGAN",NA,NA,NA,NA,NA
840,"ABSHIRE, DEMETRIUS",NA,NA,NA,NA,NA
841,"WANG, KUNG-CHI",NA,NA,NA,NA,NA
842,"BUNTING, DAVID",NA,NA,NA,NA,NA
843,"CHILSON, PETER",NA,NA,NA,NA,NA
844,"DAVENDRA, DONALD",NA,NA,NA,NA,NA
845,"LADD, BENJAMIN",147,6,6,4,4
846,"NABITY, PAUL",NA,NA,NA,NA,NA
847,"BELOFSKY, GIL",NA,NA,NA,NA,NA
848,"LI, LEI",1126,18,17,29,26
849,"SHEERAN, LORI",NA,NA,NA,NA,NA
850,"GARTSTEIN, MARIA",NA,NA,NA,NA,NA
851,"HER, CHENGTAO",NA,NA,NA,NA,NA
852,"SHAW, MICHELE",NA,NA,NA,NA,NA
853,"PANKSEPP, JAAK",46940,106,67,371,231
854,"WHITE, NATHAN",8,1,1,0,0
855,"BUCCIFERRO, JUSTIN",NA,NA,NA,NA,NA
856,"TAO, HAIYING",NA,NA,NA,NA,NA
857,"WEISER, MARTIN",NA,NA,NA,NA,NA
858,"MCCAIN, TERRENCE",NA,NA,NA,NA,NA
859,"BANKS, SUSAN",NA,NA,NA,NA,NA
860,"KWON, PAUL",1969,21,16,27,18
861,"VOULGARAKIS, NIKOLAOS",597,14,10,16,10
862,"BENDER, SARA",NA,NA,NA,NA,NA
863,"BONNER, JULIE",NA,NA,NA,NA,NA
864,"ANDERSON, ANSEL",NA,NA,NA,NA,NA
865,"HENDERSON, STEPHEN",471,9,7,7,5
866,"MARTIN, WILLIAM",325,5,5,5,5
867,"THIEL, CHASE",NA,NA,NA,NA,NA
868,"VANDER LINDEN, DARL",NA,NA,NA,NA,NA
869,"XU, JUN",NA,NA,NA,NA,NA
870,"JAMES, DAVID",NA,NA,NA,NA,NA
871,"MARSHALL, JOHN",NA,NA,NA,NA,NA
872,"RIEFFER-FLANAGAN, BARBARA",NA,NA,NA,NA,NA
873,"BAILEY, LORI",NA,NA,NA,NA,NA
874,"MANZO-ROBLEDO, F",NA,NA,NA,NA,NA
875,"OSTROM, MARCIA",NA,NA,NA,NA,NA
876,"REIMUND, MARY",NA,NA,NA,NA,NA
877,"CROFOOT, THOMAS",NA,NA,NA,NA,NA
878,"SWANSON, MARK",1140,14,13,17,17
879,"KUZYK, PATRICIA",NA,NA,NA,NA,NA
880,"STRYKER, GABRIELLE",NA,NA,NA,NA,NA
881,"BAUMAN, STEPHANIE",NA,NA,NA,NA,NA
882,"DAVIS, JON",NA,NA,NA,NA,NA
883,"MCLAUGHLIN, RYAN",1263,15,15,16,15
884,"MOORE, STEPHEN",NA,NA,NA,NA,NA
885,"PENDRY, PATRICIA",NA,NA,NA,NA,NA
886,"BENNY, PAUL",NA,NA,NA,NA,NA
887,"CRESPI, ERICA",1458,19,15,23,22
888,"MEEHAN, COURTNEY",NA,NA,NA,NA,NA
889,"PETERS, JOANN",NA,NA,NA,NA,NA
890,"MANWELLER, MATHEW",NA,NA,NA,NA,NA
891,"POULSON, MARY",NA,NA,NA,NA,NA
892,"REEVES, LAVONA",NA,NA,NA,NA,NA
893,"AMELI, ABOUTALEB",NA,NA,NA,NA,NA
894,"CAMPBELL, DONNA",556,11,6,14,4
895,"WOHLEB, CARRIE",NA,NA,NA,NA,NA
896,"SANGUINET, KAREN",1333,11,10,11,11
897,"TESTER, GRIFF",NA,NA,NA,NA,NA
898,"KELLEY, JANE",87,5,5,4,1
899,"KLYUKANOV, IGOR",NA,NA,NA,NA,NA
900,"GAYLORD, DAVID",NA,NA,NA,NA,NA
901,"YASMIN, SHAMIMA",18,2,2,0,0
902,"BEERMAN, KATHY",NA,NA,NA,NA,NA
903,"CHRISTEL, DEBORAH",23,3,3,0,0
904,"GREENWALD, RALF",NA,NA,NA,NA,NA
905,"KAYTES, JOLIE",NA,NA,NA,NA,NA
906,"NORRIS, LISA",NA,NA,NA,NA,NA
907,"BROOKS, LI",NA,NA,NA,NA,NA
908,"INGLEBRET, ELLA",NA,NA,NA,NA,NA
909,"SANCHEZ, MICHAEL",NA,NA,NA,NA,NA
910,"BAI, JINHUI",163,7,5,5,4
911,"CARRAWAY, CANDIS",NA,NA,NA,NA,NA
912,"DORMADY, JASON",NA,NA,NA,NA,NA
913,"LEE, DEBBIE",555,10,6,11,4
914,"MICHAELIS, MATTHEW",NA,NA,NA,NA,NA
915,"WELSH, JOSHUA",NA,NA,NA,NA,NA
916,"KASSELIS, NATHALIE",NA,NA,NA,NA,NA
917,"LILLQUIST, KARL",NA,NA,NA,NA,NA
918,"OTTO, JUSTIN",NA,NA,NA,NA,NA
919,"SCHMIDT, JANET",NA,NA,NA,NA,NA
920,"SKUZA, NATHAN",NA,NA,NA,NA,NA
921,"DIVINE, TERESA",NA,NA,NA,NA,NA
922,"GREENE, LOGAN",NA,NA,NA,NA,NA
923,"RAYAPATI, NAIDU",NA,NA,NA,NA,NA
924,"SIMMONS, ROBERT",NA,NA,NA,NA,NA
925,"WOODWARD, SHEILA",NA,NA,NA,NA,NA
926,"ADAMS-PROGAR, AMBER",NA,NA,NA,NA,NA
927,"DUNN, MICHAEL",350,11,9,13,9
928,"KRIKAC, ROBERT",NA,NA,NA,NA,NA
929,"NEAL, DANIELLE",NA,NA,NA,NA,NA
930,"WILLOUGHBY, JESSICA",353,11,11,12,12
931,"NYATHI, JABULANI",NA,NA,NA,NA,NA
932,"ROGERS, URI",32,3,2,1,0
933,"WAGNER, RONALD",NA,NA,NA,NA,NA
934,"CAMPBELL, JOSEPH",517,14,10,17,11
935,"LUGO-LUGO, CARMEN",237,9,7,9,5
936,"PRITCHETT, KELLY",NA,NA,NA,NA,NA
937,"WANG, PENGLIN",NA,NA,NA,NA,NA
938,"WANG, YUAN",NA,NA,NA,NA,NA
939,"BERTHIAUME, GERALD",NA,NA,NA,NA,NA
940,"BRANDT, BRIAN",NA,NA,NA,NA,NA
941,"OPHARDT, MARIANNE",NA,NA,NA,NA,NA
942,"WONG, JOHN",NA,NA,NA,NA,NA
943,"STAGGERS, JULIE",111,5,4,3,1
944,"BRUYA, CHRISTOPHER",NA,NA,NA,NA,NA
945,"OLSON, WENDY",NA,NA,NA,NA,NA
946,"SNOWDEN, DARCI",NA,NA,NA,NA,NA
947,"DAS, ARINDAM",NA,NA,NA,NA,NA
948,"HEWLETT, BARRY",5889,38,27,67,53
949,"PORTER, PETER",NA,NA,NA,NA,NA
950,"WINCHELL, DICK",98,5,4,2,0
951,"BARRIO, BRENDA",73,5,4,3,2
952,"KRISHNAMOORTHY, BALA",349,8,7,6,4
953,"MCKEE, NANCY",NA,NA,NA,NA,NA
954,"MILLER, TIMOTHY",639,11,7,15,5
955,"SINGH, VIJAY",NA,NA,NA,NA,NA
956,"BRANSDORFER, RODNEY",NA,NA,NA,NA,NA
957,"BROWN, SANDRA",NA,NA,NA,NA,NA
958,"DUEZ, MATTHEW",1920,26,19,33,27
959,"HAGEN, EDWARD",NA,NA,NA,NA,NA
960,"SON, JIHYEONG",NA,NA,NA,NA,NA
961,"STRIGUL, NIKOLAY",1206,15,13,23,19
962,"FU, PING",33,3,3,1,1
963,"THOMPSON, WAYNE",NA,NA,NA,NA,NA
964,"TIAN, YUN",35,4,3,0,0
965,"WEYBRIGHT, ELIZABETH",86,5,5,2,2
966,"KAZIMEE, BASHIR",NA,NA,NA,NA,NA
967,"VANSON, CATHERINE",NA,NA,NA,NA,NA
968,"NELSON, MARK",NA,NA,NA,NA,NA
969,"OLSON, DARREN",NA,NA,NA,NA,NA
970,"CHEN, XIAOLIN",1425,14,13,17,15
971,"HARPER, JAMES",NA,NA,NA,NA,NA
972,"UNDERHILL, JASON",NA,NA,NA,NA,NA
973,"ASTHANA, VANDANA",NA,NA,NA,NA,NA
974,"LUPINACCI, JOHN",205,4,4,3,2
975,"MICHEL, CARRIE",NA,NA,NA,NA,NA
976,"NOGA-STYRON, KRYSTAL",34,3,3,1,1
977,"ROEMER, KAREN",110,5,3,1,0
978,"STENDELL-HOLLIS, NICOLE",NA,NA,NA,NA,NA
979,"BUSBOOM, JAN",NA,NA,NA,NA,NA
980,"CARROLL, BRIAN",NA,NA,NA,NA,NA
981,"FLORES, SUSANA",NA,NA,NA,NA,NA
982,"SPOHNHOLZ, JESSE",NA,NA,NA,NA,NA
983,"KLEIN, TRACY",87,4,3,2,1
984,"SOLEIMANI, MOHAMMAD",NA,NA,NA,NA,NA
985,"COFFIN, ALLISON",855,16,14,21,18
986,"MICHEL, JOHN",NA,NA,NA,NA,NA
987,"CARBONNEAU, KIRA",237,7,7,6,6
988,"GEORGESON, TINA",NA,NA,NA,NA,NA
989,"LEWIS, KEITH",NA,NA,NA,NA,NA
990,"MARENIN, OTWIN",NA,NA,NA,NA,NA
991,"STEPHAN, MARK",418,7,6,6,5
992,"WEIDENAAR, GARY",NA,NA,NA,NA,NA
993,"AROLA, KRISTIN",NA,NA,NA,NA,NA
994,"BENSON, KELLY",NA,NA,NA,NA,NA
995,"CASTILLO, ANDREA",NA,NA,NA,NA,NA
996,"MARTIN, DAVID",NA,NA,NA,NA,NA
997,"GARCIA, CESAR",NA,NA,NA,NA,NA
998,"DIPPMANN, JEFFREY",NA,NA,NA,NA,NA
999,"FIRESTONE, JONAH",181,4,4,2,2
1000,"LINDEKUGEL, DALE",NA,NA,NA,NA,NA
1001,"CONNOLLY, CHRISTOPHER",119,4,4,3,3
1002,"BROOKS, JOSEPH",NA,NA,NA,NA,NA
1003,"COWAN, JEREMY",127,6,6,4,4
1004,"MCCUBBIN, ANDREW",NA,NA,NA,NA,NA
1005,"NIKOLOV, ATANAS",NA,NA,NA,NA,NA
1006,"ZEISLER-VRALSTED, DOROTHY",NA,NA,NA,NA,NA
1007,"CULJAK, TONI",NA,NA,NA,NA,NA
1008,"KELLER, C",NA,NA,NA,NA,NA
1009,"CLEANTHOUS, CHARALAMBOS",NA,NA,NA,NA,NA
1010,"GRAVES, JANESSA",239,10,10,11,11
1011,"ELY, LISA",NA,NA,NA,NA,NA
1012,"KIM, JONG",3236,19,19,24,23
1013,"CORKILL, JEFFREY",NA,NA,NA,NA,NA
1014,"WILLARD, TERI",NA,NA,NA,NA,NA
1015,"LYMAN, GREG",NA,NA,NA,NA,NA
1016,"THIGPEN, JENNIFER",NA,NA,NA,NA,NA
1017,"REILLY, MICHELE",61,4,4,2,2
1018,"HORNE, CHRISTINE",NA,NA,NA,NA,NA
1019,"JARVIS, DAVID",NA,NA,NA,NA,NA
1020,"KARUNAKARAN, SHIV",25,3,3,0,0
1021,"LI, NING",NA,NA,NA,NA,NA
1022,"SPATZ, GREGORY",NA,NA,NA,NA,NA
1023,"CORNEJO, OMAR",1672,17,15,17,16
1024,"COOPER, CATHERINE",NA,NA,NA,NA,NA
1025,"DECHAINE-BERKAS, JENNIFER",NA,NA,NA,NA,NA
1026,"LIPORI, DANIEL",NA,NA,NA,NA,NA
1027,"MCGLADREY, BRIAN",65,4,4,2,2
1028,"MIDDLETON, JONATHAN",NA,NA,NA,NA,NA
1029,"YOUNG, THERESE",NA,NA,NA,NA,NA
1030,"ZAMORA, BENJAMIN",NA,NA,NA,NA,NA
1031,"CAOILE, NIKOLAS",NA,NA,NA,NA,NA
1032,"HUDSON, TIPTON",NA,NA,NA,NA,NA
1033,"LEWIS, THABITI",NA,NA,NA,NA,NA
1034,"NAPPA, ELISA",NA,NA,NA,NA,NA
1035,"ROSS, SUSAN",NA,NA,NA,NA,NA
1036,"EIDE, PHYLLIS",NA,NA,NA,NA,NA
1037,"EKUNDAYO, OLUGBEMIGA",NA,NA,NA,NA,NA
1038,"MAKIN, DAVID",238,6,6,2,2
1039,"WILLITS, DALE",119,6,6,4,4
1040,"LEA, YISHAN",NA,NA,NA,NA,NA
1041,"LIU, YANXIN",NA,NA,NA,NA,NA
1042,"PLOURDE, LEE",NA,NA,NA,NA,NA
1043,"POLAGE, DANIELLE",NA,NA,NA,NA,NA
1044,"WEBER, STEVEN",NA,NA,NA,NA,NA
1045,"MACLEAN, ALAIR",564,11,9,12,9
1046,"LEWIS, SCOTT",NA,NA,NA,NA,NA
1047,"DIXON, GRAHAM",NA,NA,NA,NA,NA
1048,"KIM, YOON",NA,NA,NA,NA,NA
1049,"WARNICK, BENJAMIN",NA,NA,NA,NA,NA
1050,"NORTON, TODD",NA,NA,NA,NA,NA
1051,"PEASE, MICHAEL",NA,NA,NA,NA,NA
1052,"JACKSON, SARAH",NA,NA,NA,NA,NA
1053,"LANE, MARK",NA,NA,NA,NA,NA
1054,"QUINLAN, MARSHA",1062,13,12,13,12
1055,"HARRIS, MARY",NA,NA,NA,NA,NA
1056,"BARABASZ, ARREED",NA,NA,NA,NA,NA
1057,"MURATAYA, RODRIGO",NA,NA,NA,NA,NA
1058,"BELL, NANCY",1020,18,16,21,20
1059,"COE, CYNTHIA",NA,NA,NA,NA,NA
1060,"MAYER, ERIC",NA,NA,NA,NA,NA
1061,"EDDY, ROBERT",NA,NA,NA,NA,NA
1062,"OLSON, STEVEN",NA,NA,NA,NA,NA
1063,"WEISHAAR, RORY",NA,NA,NA,NA,NA
1064,"COFER, WILLIAM",NA,NA,NA,NA,NA
1065,"CROSSLER, ROBERT",1297,13,12,15,14
1066,"ONEAL, GAIL",NA,NA,NA,NA,NA
1067,"ELDER, DANA",NA,NA,NA,NA,NA
1068,"POSTMA, JULIE",288,10,9,11,7
1069,"DONAHOE, SUSAN",NA,NA,NA,NA,NA
1070,"EDQUIST, KRISTIN",NA,NA,NA,NA,NA
1071,"VARRELLA, GARY",NA,NA,NA,NA,NA
1072,"FERRIS, JANA",NA,NA,NA,NA,NA
1073,"MYERS, MICHAEL",4,2,2,0,0
1074,"SOREY, TIM",NA,NA,NA,NA,NA
1075,"HUDDART-KENNEDY, J",NA,NA,NA,NA,NA
1076,"SMITH, MICHAEL",NA,NA,NA,NA,NA
1077,"STIENBARGER, DOUGLAS",NA,NA,NA,NA,NA
1078,"BOWLAND, SHARON",NA,NA,NA,NA,NA
1079,"SCHULTZ, CHERYL",NA,NA,NA,NA,NA
1080,"HEITSTUMAN, MARK",NA,NA,NA,NA,NA
1081,"LUNDIN, MICHAEL",NA,NA,NA,NA,NA
1082,"PRITCHETT, ROBERT",NA,NA,NA,NA,NA
1083,"SULLIVAN, TARAH",199,7,7,5,5
1084,"BOYD, ASHLEY",NA,NA,NA,NA,NA
1085,"CLEARY, KIMBERLY",139,6,4,4,2
1086,"EGGER, ANNE",NA,NA,NA,NA,NA
1087,"SCHWARTZ, TERRENCE",NA,NA,NA,NA,NA
1088,"KATZ, STEPHEN",2900,22,14,33,21
1089,"NORBERG, O",NA,NA,NA,NA,NA
1090,"VERRELL, PAUL",NA,NA,NA,NA,NA
1091,"FRITZ, ROSCHELLE",NA,NA,NA,NA,NA
1092,"MITCHELL, CYNTHIA",NA,NA,NA,NA,NA
1093,"PETRIE, GINA",165,5,3,2,2
1094,"MAY, DAVID",NA,NA,NA,NA,NA
1095,"NEWCOMER, SARAH",NA,NA,NA,NA,NA
1096,"HEADLEY, JAMES",NA,NA,NA,NA,NA
1097,"HUDELSON, MATTHEW",NA,NA,NA,NA,NA
1098,"HMIELOWSKI, JAY",646,10,10,12,11
1099,"HUTCHENS, MYIAH",746,10,10,10,10
1100,"GARCIA, GILBERT",NA,NA,NA,NA,NA
1101,"LLEWELLYN, DONALD",NA,NA,NA,NA,NA
1102,"COHEN, MATTHEW",NA,NA,NA,NA,NA
1103,"HEIDEN, ZACHARIAH",1037,13,11,16,13
1104,"MAGNAN, RENEE",1040,15,13,18,17
1105,"NOLTE, MEAGHAN",NA,NA,NA,NA,NA
1106,"RODGERS, KATHLEEN",892,11,9,11,9
1107,"BAUMAN, ROBERT",NA,NA,NA,NA,NA
1108,"PRATT, JAMES",NA,NA,NA,NA,NA
1109,"FACIO, ELISA",NA,NA,NA,NA,NA
1110,"CARTER, MICHELLE",438,9,8,8,5
1111,"SANDERS, MARIA",NA,NA,NA,NA,NA
1112,"MARSICANO, RICHARD",NA,NA,NA,NA,NA
1113,"PASCUAL, FRANCIS",NA,NA,NA,NA,NA
1114,"MCMAHON, DONALD",1112,7,7,7,7
1115,"NEZAT, CARMEN",NA,NA,NA,NA,NA
1116,"WASHBURN, FRED",NA,NA,NA,NA,NA
1117,"BETTIS, PAMELA",NA,NA,NA,NA,NA
1118,"LEE, DAVID",76,5,4,2,2
1119,"BABCOCK, GARTH",NA,NA,NA,NA,NA
1120,"GRIER, COLIN",NA,NA,NA,NA,NA
1121,"HELLMANN, HANJO",NA,NA,NA,NA,NA
1122,"CARNELL, LUCINDA",NA,NA,NA,NA,NA
1123,"NORFLEET, LEWIS",NA,NA,NA,NA,NA
1124,"KOLTS, RUSSELL",NA,NA,NA,NA,NA
1125,"NEUILLY, MELANIE-ANGELA",98,5,5,3,2
1126,"WATKINS, PHILIP",NA,NA,NA,NA,NA
1127,"ZOVANYI, GABOR",NA,NA,NA,NA,NA
1128,"GUILLORY, RAPHAEL",NA,NA,NA,NA,NA
1129,"HUGGINS, KRISTIN",NA,NA,NA,NA,NA
1130,"SHAHANI, NISHANT",NA,NA,NA,NA,NA
1131,"THEODORSON, JUDITH",36,4,3,1,1
1132,"BOYD, AMANDA",244,10,9,10,9
1133,"LICEN, SIMON",135,6,5,5,5
1134,"LYNCH, GEORGINA",3,1,1,0,0
1135,"AMASON, JESSICA",NA,NA,NA,NA,NA
1136,"BRECHER, WILLIAM",NA,NA,NA,NA,NA
1137,"HAMLIN, WILLIAM",263,8,6,8,2
1138,"KINGHAM, MELANIE",NA,NA,NA,NA,NA
1139,"MARRS, HEATH",193,9,8,8,7
1140,"BOGUE, HEIDI",NA,NA,NA,NA,NA
1141,"KISSLING, ELIZABETH",NA,NA,NA,NA,NA
1142,"MEISEL, SQUEAK",NA,NA,NA,NA,NA
1143,"WILLIAMS, WENDY",NA,NA,NA,NA,NA
1144,"DOTSON, JOANN",54,5,4,2,2
1145,"MARINUCCI, MARY",NA,NA,NA,NA,NA
1146,"NGUYEN-TRUONG, CONNIE",45,3,3,2,2
1147,"CARNEGIE, TEENA",NA,NA,NA,NA,NA
1148,"MACINNES, BREANYN",399,9,9,9,8
1149,"RAHN, JEFFREY",NA,NA,NA,NA,NA
1150,"RAYMOND, KENNETH",NA,NA,NA,NA,NA
1151,"SALUSSO, CAROL",341,10,4,10,4
1152,"BYERS-KIRSCH, JANET",NA,NA,NA,NA,NA
1153,"CASTILLO, WENDIE",NA,NA,NA,NA,NA
1154,"DIMITROV, ALEXANDER",538,14,7,16,4
1155,"HANSEN, DEBRA",NA,NA,NA,NA,NA
1156,"MIYASAKA, TAIJI",2,1,1,0,0
1157,"EVANS, KELLY",NA,NA,NA,NA,NA
1158,"LIAO, HSIN-YA",748,11,10,12,10
1159,"LOKE, VERNON",429,11,10,13,10
1160,"RHEE, YONG",NA,NA,NA,NA,NA
1161,"WEBER, CLARE",NA,NA,NA,NA,NA
1162,"MARTINEZ, ANAMARIA",NA,NA,NA,NA,NA
1163,"NAVARRO-DANIELS, VILMA",NA,NA,NA,NA,NA
1164,"SCHAEFER, ROGER",NA,NA,NA,NA,NA
1165,"DONNERBERG, JEFFREY",NA,NA,NA,NA,NA
1166,"HILL, MARGO",NA,NA,NA,NA,NA
1167,"OFORLEA, AARON",NA,NA,NA,NA,NA
1168,"BINDER, APRIL",NA,NA,NA,NA,NA
1169,"BOLKAN, CORY",NA,NA,NA,NA,NA
1170,"LEEB, CLAUDIA",55,4,3,3,0
1171,"NARAYANAN, PAVITHRA",NA,NA,NA,NA,NA
1172,"MCGUIRE, MICHELLE",NA,NA,NA,NA,NA
1173,"RASKE, MARTHA",NA,NA,NA,NA,NA
1174,"SHIVER, JANET",NA,NA,NA,NA,NA
1175,"CUMMINS, MELISSA",NA,NA,NA,NA,NA
1176,"FASSETT, JONATHON",NA,NA,NA,NA,NA
1177,"HSIAO, YUN-JU",32,3,3,1,1
1178,"STREAMAS, JOHN",33,4,2,1,0
1179,"CATENA, ROBERT",476,7,7,6,6
1180,"DIVERSI, MARCELO",NA,NA,NA,NA,NA
1181,"ELIAS, MARIA",51,4,3,2,2
1182,"GORDILLO, LUZ-MARIA",NA,NA,NA,NA,NA
1183,"HALL, RAYMOND",NA,NA,NA,NA,NA
1184,"HANIUK, MARC",NA,NA,NA,NA,NA
1185,"KRAUSE, ROSE",NA,NA,NA,NA,NA
1186,"MEADE, QING",NA,NA,NA,NA,NA
1187,"SMITH, DIANE",NA,NA,NA,NA,NA
1188,"SUNDQUIST, JEFF",NA,NA,NA,NA,NA
1189,"BROOKS, KERRY",NA,NA,NA,NA,NA
1190,"YAN, WENJIE",NA,NA,NA,NA,NA
1191,"COOPER, WILLIAM",NA,NA,NA,NA,NA
1192,"ULLRICH-FRENCH, S",NA,NA,NA,NA,NA
1193,"HOUNDONOUGBO, YAO",NA,NA,NA,NA,NA
1194,"LIU, HANG",110,4,4,3,2
1195,"MATHESON, MEGAN",NA,NA,NA,NA,NA
1196,"STEINER, WES",NA,NA,NA,NA,NA
1197,"WILSON, MARIAN",264,8,8,7,7
1198,"GAST, DOUGLAS",NA,NA,NA,NA,NA
1199,"PHAM, DANH",NA,NA,NA,NA,NA
1200,"TOWNSEN, ASHLY",10,2,2,0,0
1201,"GUERRERO, LISA",NA,NA,NA,NA,NA
1202,"HOLLOMAN, MICHAEL",NA,NA,NA,NA,NA
1203,"ORNDORFF, RICHARD",NA,NA,NA,NA,NA
1204,"WALDROP, MICHAEL",NA,NA,NA,NA,NA
1205,"BELLAH, GEORGE",NA,NA,NA,NA,NA
1206,"FOCH, ERIC",NA,NA,NA,NA,NA
1207,"SHARIFI, MAJID",NA,NA,NA,NA,NA
1208,"SOMAINI, FRANCESCO",NA,NA,NA,NA,NA
1209,"HUDELSON, JOHN",NA,NA,NA,NA,NA
1210,"MIRANDA, ELISHA",NA,NA,NA,NA,NA
1211,"QUOCK, RAYMOND",NA,NA,NA,NA,NA
1212,"BRIGGS, LYNN",NA,NA,NA,NA,NA
1213,"DYBDAHL, MARK",NA,NA,NA,NA,NA
1214,"FOURNIER, LISA",878,13,9,18,9
1215,"LESSEIG, KRISTIN",NA,NA,NA,NA,NA
1216,"LI, DAN",NA,NA,NA,NA,NA
1217,"SCHUMAKER, MARK",391,11,3,11,2
1218,"BROWN, TERRI",NA,NA,NA,NA,NA
1219,"RADEKE, MARY",NA,NA,NA,NA,NA
1220,"WATERS, SARA",322,6,6,6,6
1221,"AUSLANDER, MARK",NA,NA,NA,NA,NA
1222,"FRANSEN, STEVEN",NA,NA,NA,NA,NA
1223,"OCHOA-REPARAZ, JAVIER",NA,NA,NA,NA,NA
1224,"BRAUNSTEIN, MICHAEL",NA,NA,NA,NA,NA
1225,"LIU, SHENG-CHI",NA,NA,NA,NA,NA
1226,"WANG, XUEYING",161,5,5,4,4
1227,"DALPOIM-GUEDES, JADE",NA,NA,NA,NA,NA
1228,"DONG, HONGBO",187,7,6,5,4
1229,"HEGGLUND, JON",NA,NA,NA,NA,NA
1230,"MATOS, LUIS",NA,NA,NA,NA,NA
1231,"MATTINSON, CHRISTOPHER",NA,NA,NA,NA,NA
1232,"ROSENZWEIG, JAMES",1,1,1,0,0
1233,"SALSBURY, THOMAS",NA,NA,NA,NA,NA
1234,"HOSSAIN, N",NA,NA,NA,NA,NA
1235,"RUBLE, MICHAEL",NA,NA,NA,NA,NA
1236,"SAAD, HANI",NA,NA,NA,NA,NA
1237,"EICKHOLT, ANDREA",NA,NA,NA,NA,NA
1238,"REVELS, CRAIG",NA,NA,NA,NA,NA
1239,"MACMULLAN, TERRANCE",NA,NA,NA,NA,NA
1240,"BARRIGAN, CHRISTINA",NA,NA,NA,NA,NA
1241,"NAM, YUJUNG",NA,NA,NA,NA,NA
1242,"PEREIRA, LIANE",NA,NA,NA,NA,NA
1243,"SAMBLANET, SARAH",NA,NA,NA,NA,NA
1244,"SUN, RAYMOND",NA,NA,NA,NA,NA
1245,"DECKER, KEVIN",NA,NA,NA,NA,NA
1246,"GLEASON, CYNTHIA",2025,12,11,12,11
1247,"ONG, RORY",NA,NA,NA,NA,NA
1248,"BEARDSLEY, ROGER",NA,NA,NA,NA,NA
1249,"HAMMOND, ELIZABETH",NA,NA,NA,NA,NA
1250,"MULCAHY, MICHAEL",NA,NA,NA,NA,NA
1251,"TOLMACHEVA, MARINA",NA,NA,NA,NA,NA
1252,"BASTOW, JUSTIN",NA,NA,NA,NA,NA
1253,"JOHNSON, WENDY",NA,NA,NA,NA,NA
1254,"TAUDIN CHABOT, SEAN",NA,NA,NA,NA,NA
